"","ID","NP.1","NP.3","NP.5","NS.1","NS.2","NS.6","NP.2","NP.4","NP.6","NS.3","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"2263","GB50023",36,24,42,39,29,49,46,46,63,64,49,55,0.320907993078588,2.56193482059157,0.220621991514844,0.831413462239209
"2264","GB50390",37,39,80,99,52,142,66,126,370,233,330,265,-0.369030518678446,4.04501933797931,0.221868954837794,0.831413462239209
"2265","GB50763",120,53,181,314,165,263,270,307,471,387,467,473,-0.265609227791307,5.03197486056963,0.221478332577299,0.831413462239209
"2266","GB52323",58,30,109,110,128,106,97,162,290,258,311,212,-0.296236359801139,4.12895008312254,0.220770518203749,0.831413462239209
"2267","GB54104",43,41,37,66,56,53,29,102,102,43,57,83,0.392054214379358,2.95809559700791,0.22188526286015,0.831413462239209
"2268","GB54827",207,474,446,428,606,345,216,810,1146,322,501,1001,0.47646830826912,6.12843042162822,0.221621339882365,0.831413462239209
"2269","GB44930",144,98,357,365,379,493,424,471,683,671,807,540,-0.285078391864362,5.69140976484135,0.22220199504319,0.831544470436961
"2270","GB48317",87,24,157,121,78,287,116,149,269,339,328,178,-0.384244418111465,4.34153325275782,0.222108384321207,0.831544470436961
"2271","GB40238",29,20,80,104,69,95,63,96,136,119,152,107,-0.300789154051995,3.39095972066579,0.222319707608748,0.831618633261256
"2272","GB51537",259,349,381,897,348,318,333,415,640,326,436,303,0.355688132309667,5.81703884998029,0.222461684766684,0.831768567426606
"2273","GB53174",448,191,741,893,670,1110,831,1086,1629,1580,2092,1426,-0.334259219361686,6.88901065569672,0.22255561551038,0.831768567426606
"2274","GB42751",5,16,29,28,37,41,30,44,88,73,98,68,-0.39324868975109,2.4313673665707,0.223478781074852,0.833431908367695
"2275","GB43453",102,52,95,71,72,84,427,188,246,181,213,502,0.419767691161848,4.44547001739041,0.223491216864227,0.833431908367695
"2276","GB45863",84,70,110,127,113,97,153,143,184,200,175,125,0.290281954940715,4.06183609659318,0.223478616010293,0.833431908367695
"2277","GB52205",105,98,161,126,182,134,237,207,197,257,194,227,0.317868067359164,4.50588945352507,0.223188973006135,0.833431908367695
"2278","GB53370",7,32,26,8,22,65,64,19,17,5,19,32,0.695089705325692,1.94176842889096,0.223219423174016,0.833431908367695
"2279","GB42075",182,45,295,386,400,437,575,381,788,822,927,434,-0.351133581892676,5.7140758044902,0.223705047811115,0.833497535594482
"2280","GB51802",99,63,139,124,118,149,145,209,211,182,247,153,0.262333889898354,4.24405873497465,0.223645969034458,0.833497535594482
"2281","GB44404",94,66,170,225,126,186,229,236,178,144,185,152,0.306964935080377,4.39589284118198,0.224308799775258,0.834648604769774
"2282","GB46930",86,76,87,123,106,141,148,152,155,122,140,161,0.294989742135953,4.01798969739279,0.22440699391338,0.834648604769774
"2283","GB48818",205,155,309,434,280,276,338,363,441,341,351,321,0.267752634344761,5.34137832361573,0.224267530073713,0.834648604769774
"2284","GB55101",131,127,153,276,210,182,312,272,214,189,278,196,0.320564282317012,4.78485303165792,0.224393225746127,0.834648604769774
"2285","GB43526",5,7,41,43,14,40,15,42,130,63,121,107,-0.485977456046238,2.5079225933642,0.225284453010173,0.834987534171647
"2286","GB44096",36,31,75,73,34,70,47,54,43,47,50,50,0.325592372211615,2.79287884687606,0.224652284150673,0.834987534171647
"2287","GB45141",1623,1240,1549,1050,2002,1320,2571,2655,4934,3285,4203,3342,0.402530762936259,8.22100052593149,0.224949278251237,0.834987534171647
"2288","GB49017",198,17,137,133,336,409,436,120,273,689,568,117,-0.563176183312203,5.06401493051954,0.225153027544032,0.834987534171647
"2289","GB49609",720,358,944,1046,533,708,813,954,830,903,1119,965,0.339379179751128,6.72441411301542,0.22523830854174,0.834987534171647
"2290","GB54326",51,37,80,91,69,82,90,78,72,64,81,62,0.305427170535992,3.24750485140719,0.225006547906462,0.834987534171647
"2291","GB54961",1713,1584,1916,4618,2027,1398,1789,2573,3039,1553,2017,1541,0.412134063398582,8.18654747753364,0.224759247525758,0.834987534171647
"2292","GB55613",54,15,63,98,131,74,220,125,206,89,71,60,0.475688927828715,3.61691728134141,0.225223471287606,0.834987534171647
"2293","GB40157",5231,1794,6344,6751,4671,13765,10876,10985,11258,19170,26724,12265,-0.41304534619796,10.2305222123296,0.226625115491157,0.835145269175703
"2294","GB41032",21,11,77,60,58,74,66,69,116,152,167,68,-0.364434690629054,3.16577486638611,0.227293215107031,0.835145269175703
"2295","GB42282",24,5,42,46,30,47,33,36,39,47,100,47,-0.387443181775525,2.33569275959362,0.226677943813289,0.835145269175703
"2296","GB45177",11,40,21,19,21,32,28,33,38,33,67,32,0.453918727862375,2.0925791100334,0.226453994289215,0.835145269175703
"2297","GB45712",362,362,439,904,482,373,564,649,738,519,578,568,0.334571389447224,6.15764549681979,0.226771691108526,0.835145269175703
"2298","GB46691",131,244,153,198,199,207,288,313,407,380,442,396,0.360964464108545,5.16261660268908,0.226476573727497,0.835145269175703
"2299","GB47079",529,335,204,2602,423,943,431,1344,1593,938,2852,579,-0.550420373375726,6.9219200020327,0.226898088070957,0.835145269175703
"2300","GB47831",325,426,351,519,527,504,777,705,757,815,705,669,0.351359785644193,6.24961317519781,0.227218170240736,0.835145269175703
"2301","GB48125",294,375,368,369,506,488,559,547,989,752,696,630,0.335738853250343,6.11315937353791,0.225959471099618,0.835145269175703
"2302","GB49957",258,93,111,268,206,320,499,719,549,283,719,422,0.356863324187313,5.4258436879556,0.226320533492104,0.835145269175703
"2303","GB49961",197,247,200,328,233,258,284,304,442,371,463,369,0.316406068168183,5.32457154939403,0.226118198036382,0.835145269175703
"2304","GB50847",10,1,16,12,23,27,27,44,28,43,58,43,-0.387082429617004,1.73334214636242,0.226654938117615,0.835145269175703
"2305","GB52156",16,10,14,29,10,29,18,44,84,49,115,90,-0.424645626189927,2.248470361261,0.227161968028643,0.835145269175703
"2306","GB53031",366,323,594,849,397,514,600,664,589,592,645,576,0.312928538935636,6.18473781868445,0.225595680698141,0.835145269175703
"2307","GB53378",9,25,22,16,32,78,51,70,146,110,147,167,-0.454068121165349,3.00883373203437,0.226301486843887,0.835145269175703
"2308","GB53470",26,13,15,23,24,29,37,53,82,43,59,45,0.35845306836264,2.19512821848426,0.226022836389658,0.835145269175703
"2309","GB54417",55,57,689,726,636,350,102,180,1094,118,459,1450,-0.68651593872333,5.80812189220388,0.226493866319443,0.835145269175703
"2310","GB54677",338,202,363,659,276,397,499,517,498,457,508,412,0.299834315991729,5.77402358260858,0.227230615413855,0.835145269175703
"2311","GB55239",88,22,114,182,106,373,253,407,654,346,731,496,-0.367374412878254,5.0325945648049,0.226909684983998,0.835145269175703
"2312","GB55566",26,30,64,109,59,91,55,129,167,146,201,128,-0.319862547963585,3.52266133241801,0.225762024482091,0.835145269175703
"2313","GB40701",434,299,499,842,742,866,1196,1016,2025,2089,2267,1888,-0.329121768264028,7.02887148716761,0.228791609935449,0.835403622833927
"2314","GB41204",16,9,30,40,35,33,23,35,68,47,72,59,-0.335880048833674,2.23215628540308,0.227819712825301,0.835403622833927
"2315","GB41417",137,65,159,208,145,204,194,286,399,457,554,427,-0.274945508036231,4.92982249934898,0.228118758685098,0.835403622833927
"2316","GB41547",355,201,480,588,611,848,760,882,1350,1299,1548,1384,-0.307081276502904,6.59677514033216,0.228777829868899,0.835403622833927
"2317","GB41866",122,92,157,680,166,224,187,227,376,259,283,245,-0.355395464791261,4.94754579033344,0.229197330415682,0.835403622833927
"2318","GB42172",26,9,29,53,33,52,45,64,234,138,202,118,-0.357263261772588,3.14039485323045,0.229232000568085,0.835403622833927
"2319","GB42579",359,121,337,352,508,710,899,1121,1728,1375,2318,1781,-0.34247860353852,6.67005761351865,0.229196985893427,0.835403622833927
"2320","GB42772",55,30,74,77,95,74,127,124,117,119,90,70,0.334864064759871,3.46746780104708,0.22753995838358,0.835403622833927
"2321","GB42998",499,579,515,1469,577,511,545,684,778,433,586,454,0.38975687231442,6.47462033425478,0.228555344584541,0.835403622833927
"2322","GB43205",110,52,91,134,106,110,185,165,267,156,193,229,0.286005729144377,4.1863335859332,0.228094160060848,0.835403622833927
"2323","GB44781",167,99,302,386,266,214,345,274,308,220,297,185,0.30204814542141,5.03682834034812,0.228541440636522,0.835403622833927
"2324","GB45716",59,30,122,140,107,144,110,152,316,227,300,246,-0.277972779313588,4.19261889552485,0.228319387178758,0.835403622833927
"2325","GB46708",36,46,77,121,79,128,107,120,262,220,253,200,-0.29912866352571,3.96554060687614,0.229033584679782,0.835403622833927
"2326","GB49417",70,94,145,222,111,151,138,169,174,125,134,130,0.298431641587718,4.19217098967813,0.228151582739891,0.835403622833927
"2327","GB50110",25,26,52,46,53,41,30,46,70,45,48,19,0.363776009157398,2.4848815162898,0.227831484580517,0.835403622833927
"2328","GB53372",1152,522,1381,1321,1491,1764,2088,1492,1887,1434,804,1407,0.390533197666963,7.4974426198524,0.229017111997434,0.835403622833927
"2329","GB53538",48,27,87,105,79,140,94,129,155,161,213,141,-0.280349067917033,3.75034452398851,0.228014089754507,0.835403622833927
"2330","GB54208",107,50,235,226,189,273,230,264,458,533,444,356,-0.281819356005927,4.99155338437184,0.228650532862537,0.835403622833927
"2331","GB54775",92,48,166,294,175,222,232,310,548,281,443,586,-0.291119766661125,4.97107860011061,0.228985282976553,0.835403622833927
"2332","GB42561",93,107,102,206,125,157,143,140,191,152,139,100,0.3053610374619,4.21077614865318,0.229350080888222,0.835475530508339
"2333","GB51055",160,444,235,311,375,398,580,585,725,599,746,641,0.405333796021207,5.94939635648086,0.229555968748632,0.835867104380467
"2334","GB42398",2373,3454,2689,8123,2954,1963,1824,2970,4589,1869,2841,1875,0.459793829307236,8.81148215552232,0.229682386314646,0.835910977691026
"2335","GB42849",100,53,200,241,135,290,190,319,541,445,573,398,-0.280816568020127,5.00015553621116,0.229933167464921,0.835910977691026
"2336","GB44791",22,15,35,67,28,65,50,68,79,75,116,80,-0.315933827455596,2.78213139986726,0.229772756348226,0.835910977691026
"2337","GB44865",162,82,226,332,232,382,314,362,448,421,616,468,-0.253856298707011,5.2918890325669,0.22996161917174,0.835910977691026
"2338","GB41441",1102,1262,1232,1592,1400,1642,1729,2211,3235,2060,2433,2627,0.365239460520287,7.88544681952589,0.230166277659099,0.836077613295801
"2339","GB48708",20,16,54,70,46,78,47,55,132,106,113,79,-0.324162075373037,2.98814986528885,0.230401140991815,0.836077613295801
"2340","GB53041",404,136,291,454,257,729,366,1160,982,741,1842,1862,-0.413044047743277,6.38237985606393,0.230345986125646,0.836077613295801
"2341","GB55411",174,88,213,237,254,347,625,464,905,989,1081,824,-0.278248191261426,5.79536524929362,0.230397673035115,0.836077613295801
"2342","GB40110",32,14,16,25,22,12,20,37,46,29,25,57,0.429131573558331,1.89152108146996,0.230767609422936,0.836274767525445
"2343","GB48834",22,9,40,36,52,46,53,68,85,99,130,71,-0.314205947742141,2.77808564016883,0.230708013776543,0.836274767525445
"2344","GB50941",21,11,82,76,71,100,45,125,397,200,215,297,-0.42046176584101,3.83123318794789,0.230782761048563,0.836274767525445
"2345","GB52208",32,19,85,86,72,110,73,74,117,116,141,99,-0.302782608063117,3.35270852096186,0.230849244243339,0.836274767525445
"2346","GB40150",523,729,246,349,983,545,1699,879,1079,1037,1195,1272,0.505563064147693,6.8422580754541,0.231368937946578,0.836374096960078
"2347","GB42173",222,160,283,446,273,298,294,340,285,251,286,258,0.274964972844495,5.23512877875841,0.231243991732246,0.836374096960078
"2348","GB44787",30,29,29,30,53,21,54,38,38,30,40,60,0.418638427917242,2.37812187269552,0.230997803039655,0.836374096960078
"2349","GB53933",144,88,167,327,165,390,264,222,243,389,360,263,-0.297767832313597,4.94896921688108,0.231349442355884,0.836374096960078
"2350","GB55505",126,29,150,190,274,311,358,328,401,298,567,441,-0.32527769572921,5.02823434909397,0.23120103605155,0.836374096960078
"2351","GB48324",11,21,35,17,35,40,56,40,71,45,47,44,0.390636664486016,2.28886529094717,0.231612521736694,0.836542675235212
"2352","GB49788",241,251,359,596,394,387,355,353,424,319,342,165,0.314929288103098,5.57138072156591,0.231548444946824,0.836542675235212
"2353","GB40047",6,24,26,45,21,20,23,64,36,29,33,23,0.468270570901208,1.9568085428106,0.235379148305025,0.838356273715646
"2354","GB40225",4,8,21,27,17,68,15,46,206,95,139,98,-0.512906079573345,2.68728353308604,0.234688403377427,0.838356273715646
"2355","GB40274",28,21,37,50,33,54,38,44,87,109,122,76,-0.348289468677224,2.79474995148154,0.242704770038842,0.838356273715646
"2356","GB40300",31,22,27,38,16,28,31,42,44,38,44,61,0.347660715854685,2.21628099110358,0.241662264596412,0.838356273715646
"2357","GB40639",479,11,206,296,260,518,244,275,266,563,1693,252,-0.608140573731454,5.58419673543534,0.244222883730738,0.838356273715646
"2358","GB40806",52,42,215,244,152,770,657,1161,800,729,2250,669,-0.487002831925486,6.01555986054705,0.237340813633874,0.838356273715646
"2359","GB40949",100,40,133,162,123,114,159,168,157,144,138,115,0.294793729221137,4.04094301675354,0.236190158125014,0.838356273715646
"2360","GB41213",192,130,200,379,218,238,199,254,257,182,228,162,0.271568392816696,4.88329775775027,0.242165916310186,0.838356273715646
"2361","GB41412",264,270,284,796,290,274,297,372,376,193,287,257,0.348893584651557,5.51706081714063,0.239566517728419,0.838356273715646
"2362","GB41608",11,4,20,21,15,37,38,50,80,63,70,101,-0.328058067583362,2.2609516294507,0.233009289151669,0.838356273715646
"2363","GB41719",109,164,152,197,187,289,604,273,242,366,367,270,0.376048519062756,5.08567810946056,0.243112546419263,0.838356273715646
"2364","GB41728",32,36,17,15,38,49,99,46,49,61,97,44,0.472294333797326,2.66447817880145,0.23730242110323,0.838356273715646
"2365","GB41735",255,91,151,250,500,565,647,623,865,739,1342,713,-0.351528260756139,5.95462461023998,0.236419554789346,0.838356273715646
"2366","GB41815",29,26,74,96,82,124,110,91,277,225,249,116,-0.321499038446926,3.7930984518229,0.237194271357273,0.838356273715646
"2367","GB41980",224,152,252,341,271,318,417,398,516,391,416,441,0.254971827384262,5.4185490962326,0.241040490467934,0.838356273715646
"2368","GB42310",2705,21,186,3408,4445,1515,1438,628,5722,5749,1111,5325,-0.846779197537397,8.29260100970746,0.233302891190777,0.838356273715646
"2369","GB42326",1025,522,545,609,582,774,1290,1437,2346,1079,2014,2554,0.405672976882356,7.19240620318985,0.242506050374748,0.838356273715646
"2370","GB42488",159,84,262,286,184,236,314,253,192,230,225,231,0.293933621414638,4.83750013934249,0.242656622130448,0.838356273715646
"2371","GB42663",5230,7435,5091,17339,6724,4537,3991,7000,9202,3529,5095,4054,0.460348787740114,9.90412795895453,0.239129084444799,0.838356273715646
"2372","GB42694",101,54,155,329,133,268,148,230,407,276,423,210,-0.289613032004234,4.71686718965164,0.243951788015447,0.838356273715646
"2373","GB42821",436,337,640,1173,625,470,685,730,586,379,463,458,0.356433715007108,6.29626724173389,0.239553618896994,0.838356273715646
"2374","GB42878",144,44,115,167,99,250,253,289,361,340,655,480,-0.310631953827749,4.87847549002082,0.236657888840886,0.838356273715646
"2375","GB42894",594,189,318,628,640,968,918,1032,1472,1912,2822,840,-0.387051302120571,6.82350900033482,0.241521470733646,0.838356273715646
"2376","GB43078",73,46,61,99,89,87,146,124,113,114,119,105,0.30737182950917,3.65026421772873,0.240395869263238,0.838356273715646
"2377","GB43186",77,41,111,127,138,185,166,184,308,250,413,233,-0.265097620150548,4.3974797640086,0.23448660342295,0.838356273715646
"2378","GB43211",23,52,34,48,52,39,26,71,97,63,39,73,0.426426491685172,2.78205725165948,0.235877953346082,0.838356273715646
"2379","GB43212",59,25,142,141,88,190,121,164,258,283,296,172,-0.298417127453715,4.1957140251971,0.243165113275974,0.838356273715646
"2380","GB43369",79,29,62,58,54,95,128,140,247,233,350,373,-0.338267677374401,4.07409246193426,0.237154985816033,0.838356273715646
"2381","GB43823",3807,1278,3918,3386,2039,3726,1256,4131,4239,3113,2682,4938,0.417755681460675,8.71039655204495,0.233411222977694,0.838356273715646
"2382","GB43825",3894,2053,11616,11751,3397,27732,8884,23569,13270,10672,31796,27495,-0.512258904938354,10.6569066830838,0.240147318755323,0.838356273715646
"2383","GB43908",262,130,315,1053,387,1066,418,1005,1780,1039,1175,823,-0.386950930013006,6.43230294602381,0.242796846108536,0.838356273715646
"2384","GB43910",18,11,14,22,27,48,27,30,56,56,55,50,-0.368367182018112,2.08516311261177,0.243596983071513,0.838356273715646
"2385","GB43919",35,44,50,78,50,50,77,48,59,61,74,44,0.344022817718163,2.91974085353297,0.23781078196304,0.838356273715646
"2386","GB44011",64,26,34,45,31,55,112,92,118,79,142,134,0.355272899543972,3.22708683053441,0.24172051351356,0.838356273715646
"2387","GB44029",37,13,58,54,44,34,73,89,94,72,79,86,0.325279403613199,2.89404524095121,0.238518486982443,0.838356273715646
"2388","GB44225",230,43,301,709,471,835,925,786,503,1011,1054,379,-0.440932282846671,6.10514915272044,0.240792965919973,0.838356273715646
"2389","GB44588",1153,1659,1081,1352,1701,1796,2775,2662,3040,2748,3219,3013,0.39671973458933,8.11472457103688,0.245105486485072,0.838356273715646
"2390","GB44600",224,230,252,589,280,230,230,293,300,224,255,221,0.313098973195209,5.26945106065014,0.238743684783771,0.838356273715646
"2391","GB44743",46,29,78,113,73,152,121,161,207,199,249,173,-0.265403563108106,3.92322133232568,0.239194914367627,0.838356273715646
"2392","GB44760",41,12,44,71,32,39,75,76,108,63,83,66,0.333172710168162,2.84183591026771,0.241519668735415,0.838356273715646
