"","ID","NP.1","NP.3","NP.4","NP.5","NP.6","NS.3","NP.2","NS.1","NS.2","NS.4","NS.5","NS.6","logFC","logCPM","PValue","FDR"
"1579","GB51513",337,634,445,616,730,346,707,809,841,618,672,515,0.922196495909818,6.38416119241734,0.00921556586500132,0.0496982413823609
"1580","GB51745",65,46,102,135,141,181,118,237,349,284,385,274,-0.612822440964296,4.43266254905177,0.00922760211339427,0.0496982413823609
"1581","GB53244",6,1,32,26,12,39,15,26,66,64,76,64,-1.07616319757398,2.01338927424504,0.00922899200021915,0.0496982413823609
"1582","GB42758",22,1,14,19,27,63,54,40,66,102,310,31,-1.31530323526763,2.71275709182153,0.00927191624738805,0.0497881975483954
"1583","GB54672",218,88,213,414,265,337,269,325,246,254,285,209,0.615908610991861,5.06664764225063,0.00928630671846453,0.0498339706717348
"1584","GB48202",40,56,51,84,45,52,48,71,55,65,62,61,0.80006225969401,2.99536057682815,0.00931240701528156,0.0499109764005154
"1585","GB52800",208,167,292,411,298,327,405,405,342,329,408,325,0.596289060668132,5.39108488698918,0.00930889684682262,0.0499109764005154
"1586","GB40444",295,180,391,592,339,342,386,472,468,416,518,431,0.595227116207893,5.68089925824327,0.00933414534679282,0.0499675264651548
"1587","GB50739",1328,492,1447,2062,1740,1459,1803,1594,1513,1515,1542,1542,0.765945511389056,7.59819485272143,0.00933472213068872,0.0499675264651548
"1588","GB41588",120,82,114,168,114,114,157,183,130,118,160,181,0.684094563206315,4.17963948775428,0.00935031314382167,0.050019464834235
"1589","GB40356",8,9,45,35,34,39,20,51,176,78,87,118,-0.977793593611293,2.68048143719092,0.00935621549375056,0.0500195409813789
"1590","GB51704",100,10,148,163,54,477,86,180,297,451,618,212,-1.21603334422342,4.65773992865033,0.00937539063560554,0.0500905304713642
"1591","GB49299",130,59,167,245,142,150,195,178,192,180,185,210,0.605394338843195,4.42815337669594,0.00938329036539708,0.0501012266838769
"1592","GB40671",17,7,13,28,17,21,11,48,94,35,70,87,-0.984810953922526,2.09343457313918,0.009392649780113,0.0501196984183793
"1593","GB55494",39,4,54,87,77,122,96,145,167,199,301,170,-0.875516170753467,3.72035045194744,0.00940560044847009,0.0501572980601089
"1594","GB41663",915,759,1437,1849,1761,1443,2634,1785,1427,1561,1271,1510,0.854527089631165,7.64061995874424,0.00943780811849497,0.0502827714126136
"1595","GB46908",66,77,143,193,114,192,130,227,615,372,410,439,-0.705031883898576,4.77152679569663,0.00944096767547012,0.0502827714126136
"1596","GB48248",19,4,49,51,37,82,60,54,162,103,188,111,-0.877936385517827,3.05722919916236,0.00944901694856681,0.0502941096353854
"1597","GB40451",533,88,414,562,320,1140,454,928,1105,1399,3012,1248,-1.00289313608034,6.63987757132482,0.0095260748025738,0.0506725143693578
"1598","GB43562",95,93,203,231,158,298,212,316,647,494,608,474,-0.611707799177303,5.14853461101973,0.00955274005485552,0.0507378410601538
"1599","GB49325",31,37,72,107,63,118,124,176,253,204,294,164,-0.623584188032023,3.92715472179171,0.00956224644347337,0.0507378410601538
"1600","GB52799",220,187,262,737,226,278,298,385,525,303,395,300,0.696663557431183,5.45203894389242,0.00955901475941227,0.0507378410601538
"1601","GB54351",1348,4404,661,971,1401,1146,2316,1914,1604,1675,1857,2295,1.45280344124579,8.23868435865185,0.00955151259099167,0.0507378410601538
"1602","GB41731",76,40,51,35,52,145,146,158,206,208,424,272,-0.854219277674869,4.06643854231763,0.00958962357138733,0.0508196208602217
"1603","GB46654",98,71,186,229,175,173,185,170,203,166,263,177,0.559505896567579,4.46161547501529,0.00958890167356559,0.0508196208602217
"1604","GB41492",104,232,157,246,195,129,256,221,294,270,262,197,0.85135725834887,4.86623131084925,0.00961201137055128,0.0509005316980807
"1605","GB54512",20,10,31,51,31,52,44,75,119,98,111,78,-0.668172545610376,2.76682481758967,0.00961687502947846,0.0509005316980807
"1606","GB47749",17,7,43,38,24,75,41,32,108,111,128,108,-0.90439967360487,2.77168301306224,0.00963750273077276,0.0509779487533715
"1607","GB44950",50,33,62,73,76,45,86,65,107,56,75,86,0.71261737474409,3.14001909774458,0.00965666862400964,0.0510475419794411
"1608","GB54967",106,70,175,236,156,159,171,204,220,162,179,179,0.570757535716385,4.41940604342816,0.00967476972887419,0.0511114234121805
"1609","GB52513",351,301,503,999,531,557,699,760,714,561,607,527,0.692960770585912,6.24901851792907,0.00970062380507521,0.0512161586228178
"1610","GB43016",242,135,399,552,362,282,322,412,467,387,463,407,0.585916325855231,5.53480368255513,0.00971765431733283,0.0512742070967344
"1611","GB44980",36,27,157,104,42,234,57,132,337,256,364,192,-0.981400541025996,4.13703570404651,0.00973203487487496,0.0513182099702438
"1612","GB49438",10,14,23,15,18,43,31,28,89,92,105,53,-0.93651691954026,2.31151839958259,0.00975704219557368,0.0513862823629253
"1613","GB54701",915,922,1359,3616,1244,1302,1327,1692,2109,1372,1747,1509,0.809686835893637,7.68275272580746,0.00975610624008861,0.0513862823629253
"1614","GB53917",35,29,40,53,22,29,42,40,61,38,33,42,0.817327628987845,2.40217693062493,0.00980652349394079,0.0516148804715161
"1615","GB50591",10985,3843,10357,13035,20236,4976,23934,15298,13807,13971,11167,11522,1.03818371908357,10.6822673344153,0.00981676018230289,0.0516367664078409
"1616","GB41901",313,355,341,1720,430,370,363,618,921,427,633,460,0.909267985333457,6.21600946122331,0.00989122797059817,0.051870122301457
"1617","GB43837",36,37,36,57,32,43,38,52,47,47,34,40,0.793885809591056,2.53798890696291,0.00987449094024654,0.051870122301457
"1618","GB47682",62,48,102,147,106,102,98,124,132,105,114,98,0.589743385596254,3.73166199179152,0.0098916536937446,0.051870122301457
"1619","GB53818",41,56,76,93,52,43,52,69,90,77,78,76,0.757661719868391,3.17082220110919,0.00989006138832342,0.051870122301457
"1620","GB55105",184,154,220,286,246,258,283,291,354,291,260,275,0.581816745019569,5.07453657456744,0.00988571446245744,0.051870122301457
"1621","GB44073",208,12,88,137,28,317,89,242,228,250,1413,656,-1.46024952831198,4.97395762836009,0.00990871567790296,0.051927538361373
"1622","GB55406",133,50,431,390,127,477,546,655,622,948,1223,1041,-0.837273612300443,5.88442700073049,0.00991522433098989,0.0519296120171141
"1623","GB45555",43,32,132,124,89,207,102,111,342,318,421,229,-0.789082765175662,4.28750485284772,0.00992496486070905,0.0519485991939146
"1624","GB40265",32,45,49,60,44,97,114,105,244,190,265,202,-0.733110219417108,3.74838487949916,0.0099395054692934,0.0519926717744135
"1625","GB55011",504,301,778,972,650,856,785,847,695,626,739,613,0.680594553457207,6.49952429280789,0.00995021510413689,0.0520166629597803
"1626","GB41449",93,48,138,167,155,224,189,268,488,373,465,310,-0.566052862894171,4.75421998447762,0.00998109677641526,0.0521460129862531
"1627","GB41603",268,182,735,961,702,996,839,1037,2127,2553,2323,2181,-0.81177914873742,7.04941325908953,0.0100126459916992,0.0522465772109855
"1628","GB46911",182,133,305,516,327,347,360,366,419,312,408,321,0.561481074739498,5.38633105141543,0.0100083533725908,0.0522465772109855
"1629","GB41389",164,172,180,2585,151,248,155,325,611,290,457,230,1.3512245865654,5.84323722335628,0.010025563735451,0.0522818685897212
"1630","GB45869",11,12,20,33,30,24,33,23,24,29,22,11,0.87644507572534,1.63824468899634,0.0100585145782869,0.0524215222960411
"1631","GB43478",184,197,254,487,271,263,329,436,438,288,340,276,0.654329877360288,5.34439024992626,0.0100680250032316,0.0524389162492045
"1632","GB44359",47,9,81,74,92,140,110,122,278,230,285,178,-0.773026275895576,3.8990953058302,0.0100791651596433,0.0524647720779226
"1633","GB51062",34,16,86,58,47,122,74,92,154,155,244,200,-0.777409646387696,3.57332320716708,0.0100951103660298,0.0525155925042395
"1634","GB40871",37,5,10,19,19,38,43,42,74,78,134,157,-1.04916285316989,2.61430683245419,0.0101356716671416,0.0526943273025509
"1635","GB55941",212,108,308,345,237,361,299,225,325,312,338,287,0.546170331550487,5.160938923328,0.0101448419172124,0.0527097443955469
"1636","GB53241",11,1,22,21,17,31,28,34,50,58,76,64,-0.840106086520336,1.98861614093776,0.010194807474745,0.0529369740207574
"1637","GB45551",20,17,31,36,66,72,80,141,146,97,145,126,-0.707562380178115,3.20026158569307,0.0102076955222049,0.0529715170807152
"1638","GB46567",617,738,765,1658,889,932,849,1062,1253,998,1186,843,0.757355338817672,7.02547733684458,0.0102264492717946,0.0529717600999358
"1639","GB48235",12,2,17,14,25,37,35,35,73,57,81,49,-0.830737817200322,2.06047310676894,0.010216844064583,0.0529717600999358
"1640","GB52596",292,415,162,191,381,206,661,450,354,326,256,438,1.11072265643015,5.6370464376012,0.0102211015384802,0.0529717600999358
"1641","GB49471",496,633,855,1671,589,743,867,921,940,967,1035,928,0.789779479864087,6.86721936631919,0.010234651496557,0.0529819405626156
"1642","GB42191",50,80,139,149,108,89,96,101,105,159,148,124,0.699746543534022,3.88921883193179,0.0102522417001964,0.0530083951571321
"1643","GB49308",267,231,417,553,448,461,609,509,625,521,424,379,0.639706574682907,5.86422642479812,0.0102488533571948,0.0530083951571321
"1644","GB49415",242,147,339,591,288,355,382,443,376,352,457,344,0.596715904361404,5.51187103579034,0.0102754311227469,0.0530959777297657
"1645","GB40519",55,27,83,94,101,132,83,142,368,192,267,213,-0.671766049582813,4.01475144181283,0.0102945871708701,0.0531109241178223
"1646","GB44345",112,87,153,249,159,163,197,219,221,205,202,135,0.60160775934127,4.49015710286441,0.0103036940043533,0.0531109241178223
"1647","GB50969",173,129,296,354,283,454,434,537,991,782,974,821,-0.576416549116766,5.84261865001448,0.0103220877832283,0.0531109241178223
"1648","GB51335",3124,3666,2495,11010,3792,3120,2267,5225,7565,2739,4409,2882,0.999411320033223,9.19823710778657,0.0102958034012606,0.0531109241178223
"1649","GB54168",181,106,246,341,240,215,319,325,317,275,301,297,0.573881124121421,5.0598710747769,0.0103169154554804,0.0531109241178223
"1650","GB55191",105,89,121,185,132,110,144,177,190,166,158,160,0.619402684812566,4.24063669980864,0.010309148120844,0.0531109241178223
"1651","GB55855",54,225,34,48,70,75,152,91,97,96,106,97,1.3715435647793,3.93806514131715,0.0103207573382629,0.0531109241178223
"1652","GB47311",151,100,207,300,251,187,192,286,231,250,275,247,0.570458327841532,4.83637812974853,0.0104294013830106,0.0535430809860069
"1653","GB54169",67,18,107,87,67,121,125,157,267,263,300,228,-0.655287377813231,4.05648650567854,0.0104158459647482,0.0535430809860069
"1654","GB55586",8,1,28,27,26,14,47,43,178,30,73,178,-1.12737094919389,2.53238085977961,0.0104201265926164,0.0535430809860069
"1655","GB55910",11,5,21,11,26,37,35,31,60,46,85,108,-0.9057214988698,2.1855493692619,0.0104312888795575,0.0535430809860069
"1656","GB46061",168,251,205,316,267,283,359,365,331,300,334,247,0.721354064363473,5.26632207342235,0.010511303331567,0.0539212088174285
"1657","GB53736",65,35,55,107,64,113,66,188,267,149,225,294,-0.730427163661192,3.93354459736351,0.0105243534193429,0.0539555716942173
"1658","GB54140",86,37,135,160,155,221,219,242,408,345,524,364,-0.581648946543114,4.73056994899543,0.0105343784614216,0.0539743938659687
"1659","GB50805",15,9,13,28,25,31,26,49,73,64,57,93,-0.78970956978322,2.23296338985848,0.0105417065265535,0.0539763815942063
"1660","GB54745",15,12,31,31,29,41,20,75,185,35,73,110,-0.969243398059094,2.61085239553917,0.0105474742138178,0.0539763815942063
"1661","GB45479",9,6,26,23,26,42,16,44,66,56,66,68,-0.83935950590761,2.12567632647793,0.0105634896620184,0.054025794508637
"1662","GB41294",188,351,205,260,252,187,358,369,297,299,309,378,0.904687601564575,5.34857478572305,0.0105719610873597,0.0540365881089776
"1663","GB41442",46,22,131,105,62,162,76,170,180,236,325,270,-0.776950579404068,4.0482689719494,0.010637319125086,0.054324498006703
"1664","GB50919",741,1030,1403,3882,1300,1056,1008,1616,2553,1342,1536,1332,0.883139121605283,7.66414162369637,0.0106410788326255,0.054324498006703
"1665","GB45824",172,137,229,275,154,188,232,276,293,200,236,282,0.632754408806723,4.86791097163752,0.0106643646107334,0.0544106770980061
"1666","GB40977",167,90,433,377,376,874,681,643,1105,1285,1518,761,-0.778505638004441,6.22343204612785,0.0106820186614864,0.054468036332129
"1667","GB51978",33,17,45,67,49,47,94,59,61,39,49,44,0.809124652949831,2.71101163588998,0.0107024682385745,0.0545395726974749
"1668","GB47016",55,3,76,78,36,200,48,136,143,174,323,146,-1.12858260844178,3.69567521227718,0.0107178169935407,0.0545523399401609
"1669","GB52723",197,85,127,292,191,327,256,465,768,419,710,708,-0.654584502231029,5.39011623406803,0.010715234023423,0.0545523399401609
"1670","GB40795",286,249,492,851,398,499,571,532,627,515,613,518,0.623913719380714,6.0237194623211,0.0107376435595084,0.0546205281664813
"1671","GB45732",227,100,147,211,213,257,571,599,847,660,888,942,-0.631627463034059,5.69121886980452,0.0107469600014208,0.0546352035978873
"1672","GB40077",1281,474,1039,1472,638,3187,1199,2661,2934,3622,6269,3784,-0.949163999612717,8.02486729006196,0.0107882053739363,0.0548120841217637
"1673","GB51014",47,44,89,180,72,126,85,241,336,173,316,383,-0.737201781741147,4.26345801300665,0.0107965083560316,0.0548214814611405
"1674","GB50407",243,130,253,292,335,559,594,628,1021,893,1119,950,-0.618503769996496,6.01586128170852,0.0108110078299758,0.0548623127333599
"1675","GB47633",13,4,21,32,26,57,24,25,93,71,81,68,-0.897221925061365,2.29039746532239,0.0108272681109994,0.0548795012232439
"1676","GB51912",151,94,342,274,366,580,473,424,1002,1016,1029,817,-0.694606145309377,5.89998026475184,0.0108273153678819,0.0548795012232439
"1677","GB48309",536,687,686,1533,773,774,544,867,1424,654,1086,660,0.791905806178739,6.82321475546249,0.0108467540421023,0.0549268038335917
"1678","GB54263",7,7,26,30,21,47,38,37,80,80,111,47,-0.816418009675497,2.32254117299376,0.0108560451602826,0.0549268038335917
"1679","GB55909",51,32,91,87,65,125,115,160,255,174,257,245,-0.590547757888573,3.95705773805053,0.0108546323899114,0.0549268038335917
"1680","GB54076",37,23,24,47,58,96,33,154,40,102,173,397,-1.1980257756728,3.48047512454569,0.0108655342699315,0.0549420914423024
"1681","GB46170",29,15,39,62,33,107,28,122,107,69,137,131,-0.85845940642751,3.07583140883493,0.0108734349378847,0.0549430285490327
"1682","GB47047",39,43,51,99,39,38,43,72,77,49,67,52,0.774644422408258,2.90323310099558,0.0108786549758061,0.0549430285490327
"1683","GB50201",8,5,25,21,18,25,31,35,79,48,66,75,-0.753297794532454,2.06065298471829,0.0109008049335614,0.0549997148196771
"1684","GB53385",597,61,433,350,336,815,670,879,1230,1253,1977,3125,-1.0495441871501,6.709129405454,0.0109028275169319,0.0549997148196771
"1685","GB53221",344,126,322,294,418,242,258,467,337,290,446,87,0.846536022600044,5.33103509342027,0.0109344245762267,0.0551263719733212
"1686","GB54450",199,236,355,413,244,373,363,390,388,317,320,394,0.641007107099308,5.46242336362284,0.0109474886767856,0.0551594995903282
"1687","GB40735",12622,26010,9280,37238,13331,14079,7328,18968,29144,13387,19487,15204,1.10351152903272,11.3618599966959,0.0109655746384516,0.0551612741046944
"1688","GB45673",72,17,141,168,96,187,183,213,336,332,567,293,-0.719240312310214,4.54311509575758,0.0109673210079846,0.0551612741046944
"1689","GB46895",236,149,236,334,249,259,392,341,393,305,327,324,0.605274725746945,5.24923595375807,0.0109646271566574,0.0551612741046944
"1690","GB45213",30,31,30,57,25,38,36,43,33,44,38,33,0.790872082933687,2.34220930244764,0.0109832030541374,0.0552084674230163
"1691","GB52574",37,8,51,59,49,69,56,97,176,141,120,166,-0.730480810598004,3.26256392617892,0.0110024985892463,0.0552727531139251
"1692","GB54549",9883,1990,17688,17173,8281,79092,52083,76404,19460,63903,128379,50797,-1.34119294305615,12.1647732602825,0.0110665993352003,0.0555619156929825
"1693","GB55489",834,2236,747,1372,1337,1072,1766,1331,1882,1282,1913,1473,1.0844485325551,7.72446923846177,0.0110871419382171,0.0556321741081831
"1694","GB40054",3058,2397,1592,2415,2684,2655,4549,3160,2846,2779,3125,2631,0.953110799065407,8.62108876730166,0.0111141593308568,0.0557348190765223
"1695","GB51534",187,92,254,350,183,312,275,279,282,210,292,210,0.575910559873306,4.96355343306376,0.0112320613189188,0.0562720073661529
"1696","GB53972",108,62,153,171,135,123,124,190,185,158,163,105,0.591382137396191,4.17332749767712,0.0112345290751025,0.0562720073661529
"1697","GB52786",61,50,109,150,97,97,69,238,560,211,240,507,-0.843333292863287,4.43622014069244,0.01126557504197,0.0563610482812341
"1698","GB55162",656,740,689,656,777,743,1180,750,980,1008,1077,726,0.851302994698406,6.83022817074978,0.0112597613607919,0.0563610482812341
"1699","GB54048",9,2,27,37,23,25,21,39,94,66,97,66,-0.873385977444586,2.22894188964089,0.0113301183182854,0.0566505915914269
"1700","GB54403",36,18,25,45,19,27,40,38,36,26,40,29,0.812328103107135,2.1107224034929,0.0113487158976794,0.0567102009122272
"1701","GB51322",27,15,45,38,29,28,38,42,14,33,11,42,0.979892344137061,2.08391966135597,0.0113669277345716,0.056734460108805
"1702","GB53847",22,13,69,54,50,140,42,74,146,116,190,133,-0.854229200168139,3.29779150042035,0.0113637646612532,0.056734460108805
"1703","GB45822",56,202,54,104,106,73,164,133,137,120,129,133,1.11094973578229,4.12363031501157,0.0113836535861352,0.0567845785168633
"1704","GB50284",348,161,431,754,348,415,444,521,487,447,517,500,0.607935318544331,5.82646455425731,0.0114243365926022,0.0569540723909364
"1705","GB46114",35,21,166,65,129,144,181,97,498,349,353,550,-0.929209944456725,4.50959060807164,0.0114379977701397,0.0569887337579689
"1706","GB53777",240,139,339,436,340,324,411,483,378,296,384,374,0.598060267434661,5.46149065327111,0.0114507163866116,0.0570186610224298
"1707","GB40617",10,7,23,35,18,32,48,43,101,81,95,56,-0.700652896044763,2.36317196326126,0.0114755890267503,0.057109038536757
