"","ID","NP.1","NP.3","NS.1","NS.2","NS.3","NS.6","NP.2","NP.4","NP.5","NP.6","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"689","GB41359",1741,1683,2231,4985,1932,1667,1450,2182,2618,1468,1881,1421,0.0118186226378746,8.19226017897198,0.969796522752673,1
"690","GB41360",43,14,23,31,64,41,27,38,74,62,96,48,-0.0305106435631148,2.55120134067892,0.95981753890046,1
"691","GB41361",49,72,809,434,2747,90,1439,287,1354,729,106,207,-0.628142388654432,6.46157364253531,0.397042416966067,1
"692","GB41362",25,14,51,46,43,62,41,67,46,37,53,33,-0.234382420477395,2.48684083795775,0.407851180437659,1
"693","GB41363",662,295,920,1125,720,1212,988,1067,1152,1255,1213,898,-0.0442099511664361,6.88769356077775,0.86929997893925,1
"694","GB41364",84,53,100,181,106,131,151,176,184,162,191,126,0.105244589300962,4.08667427062796,0.631291320058777,1
"695","GB41365",8,17,17,30,28,31,34,29,26,26,29,32,-0.0701641708975141,1.78032778741572,0.928752050821799,1
"696","GB41366",272,712,276,366,494,494,1014,728,857,831,900,928,0.805821708788469,6.4469403076706,0.0425618508958046,1
"697","GB41367",23,11,56,59,26,68,57,47,52,62,100,78,-0.478468413672309,2.69314442370995,0.106728462473482,1
"698","GB41368",83,89,143,175,167,116,140,183,212,171,156,185,0.0671118261696214,4.28985795166057,0.762369190630586,1
"699","GB41369",9,6,59,31,55,153,149,234,227,132,1014,177,-0.804019580585184,4.16898884247994,0.0964607757019583,1
"700","GB41372",143,95,126,266,280,241,229,410,523,373,357,496,0.0984552270232394,5.11125628403625,0.680547800963969,1
"701","GB41373",74,53,145,182,140,195,140,202,329,238,315,207,-0.131941734960355,4.43254712925823,0.528821899273865,1
"702","GB41374",47,19,62,27,59,51,20,54,60,39,37,31,-0.0245136683317855,2.53635168318316,0.972505144707086,1
"703","GB41376",236,286,282,292,1076,328,761,666,1440,1083,614,629,0.444807206482147,6.26961415865973,0.231488386978646,1
"704","GB41377",29,15,25,27,37,28,57,57,58,86,67,64,0.446340448132662,2.49818823997262,0.116366328089096,1
"705","GB41378",215,74,193,248,235,411,471,571,768,680,1025,701,0.119315447752819,5.66938154703322,0.623811859389452,1
"706","GB41385",25,10,48,63,30,79,55,70,201,153,236,173,-0.240277574083119,3.34027592765663,0.419684204904464,1
"707","GB41386",335,207,606,820,468,934,773,1059,1571,1370,1708,1171,-0.0409397538603984,6.68137539831715,0.872290023801407,1
"708","GB41387",34,12,39,48,26,74,41,91,98,129,223,112,-0.178005915866827,3.10010768189158,0.566555444750593,1
"709","GB41388",265,129,363,436,222,603,349,826,766,899,1557,966,-0.174913043591606,6.07844158525709,0.533812974000748,1
"710","GB41389",164,172,180,2585,151,248,155,325,611,290,457,230,-1.01644823172552,5.84323722335628,0.0516328514169608,1
"711","GB41390",1494,3073,945,18987,1671,1195,785,2686,5060,1159,1994,1003,-0.429517881220018,8.8391613316688,0.467789663757203,1
"712","GB41391",51,26,80,90,91,81,82,142,134,112,163,114,-0.0767748213353104,3.54799896001377,0.73495567071086,1
"713","GB41392",154,133,238,375,260,545,398,576,910,747,935,824,-0.0300830394308438,5.81225181904722,0.897427552993222,1
"714","GB41393",40,60,67,116,92,144,116,158,292,191,255,212,0.0791799788574688,4.06399143108705,0.751968921785095,1
"715","GB41398",109,50,176,250,170,209,169,220,307,283,364,233,-0.218328815707049,4.64373118244918,0.303932052614237,1
"716","GB41401",11,10,39,59,30,67,20,104,263,107,127,188,-0.0913436536066162,3.16630229490263,0.788790219268149,1
"717","GB41407",16,9,19,37,14,64,18,43,97,28,38,20,0.10124423072891,2.03364004513583,0.833378131662784,1
"718","GB41412",264,270,284,796,290,274,297,372,376,193,287,257,0.0640194294414633,5.51706081714063,0.817597677632871,1
"719","GB41413",6963,1699,6126,10040,4328,8763,9441,14089,9458,11886,24996,15546,-0.128633330437082,10.1868646289046,0.706335443085591,1
"720","GB41414",39,26,43,64,62,82,77,80,203,76,169,161,-0.0840648748973207,3.3725487400784,0.764243068609703,1
"721","GB41417",137,65,159,208,145,204,194,286,399,457,554,427,0.0163387005547874,4.92982249934898,0.947265731903988,1
"722","GB41418",4725,383,1817,3172,1867,5056,951,2261,1863,2735,12590,1402,-0.423419551523525,8.60434705387566,0.422489807083437,1
"723","GB41419",38,30,52,90,54,39,46,84,70,50,39,36,0.16592934476306,2.81208559593227,0.572512803593917,1
"724","GB41423",165,111,235,287,267,330,362,454,627,538,569,495,0.140537467405766,5.42303141101424,0.490491135310455,1
"725","GB41424",23,11,52,75,50,76,65,78,210,153,210,154,-0.186522584435618,3.38137623254861,0.479884831566392,1
"726","GB41425",148,128,213,319,230,236,315,345,510,433,418,449,0.149068174943361,5.22366757819756,0.479919199468878,1
"727","GB41427",1902,578,2476,2161,4279,2742,5709,2581,4765,5724,4551,3945,0.0906595974527486,8.6698248939655,0.793663588631429,1
"728","GB41428",6510,3887,44166,64180,144379,17605,129241,25056,86341,20076,15850,35657,-0.558711602846885,12.579330718909,0.386912334514924,1
"729","GB41430",59,66,107,136,97,139,130,231,283,194,268,312,0.0171045397122242,4.29360045378657,0.934477998377665,1
"730","GB41439",185,118,286,334,214,383,337,400,408,352,647,534,-0.196303602643907,5.38340745885647,0.38021261997184,1
"731","GB41441",1102,1262,1232,1592,1400,1642,1729,2211,3235,2060,2433,2627,0.365859949267193,7.88544681952589,0.229309413148443,1
"732","GB41442",46,22,131,105,62,162,76,170,180,236,325,270,-0.460187298298886,4.0482689719494,0.123735396690628,1
"733","GB41443",252,100,345,366,233,405,292,420,446,521,656,514,-0.140631514440204,5.50032218147839,0.542590788009482,1
"734","GB41444",44,15,51,47,50,84,64,101,127,116,152,144,-0.0507415740438108,3.25989357424033,0.83650798229075,1
"735","GB41446",79,40,134,214,133,206,187,211,307,293,352,268,-0.164455465160112,4.53013455965783,0.441783968974888,1
"736","GB41447",58,26,96,77,73,100,101,111,192,189,254,155,-0.0409390263065792,3.77741831316031,0.855506115609622,1
"737","GB41448",120,68,185,228,191,239,268,298,557,423,482,416,0.0571757886850611,5.03486463351198,0.794572265449741,1
"738","GB41449",93,48,138,167,155,224,189,268,488,373,465,310,0.0465432217987212,4.75421998447762,0.856912138693964,1
"739","GB41450",16,4,22,26,36,41,35,61,104,98,120,78,0.0148193338702281,2.56362524345714,0.970984824651538,1
"740","GB41451",77,115,87,127,129,143,116,154,225,181,140,179,0.375392282498539,4.19036992174152,0.16710370379159,1
"741","GB41452",156,94,210,299,191,235,283,302,327,234,281,297,0.0401728279760578,4.91846138446032,0.846009452137652,1
"742","GB41453",81,37,131,169,117,157,162,221,237,182,214,150,0.0239651871494539,4.21062034430899,0.938456634881617,1
"743","GB41454",345,202,682,691,676,815,795,779,1365,1313,1358,1130,-0.115110971682303,6.60463842445175,0.649480134214781,1
"744","GB41455",72,41,137,145,148,181,200,183,256,264,246,159,0.0292114783058796,4.32522810957697,0.928242588732369,1
"745","GB41465",14,8,24,23,21,40,27,31,68,79,88,54,-0.0419177980522408,2.20914342504414,0.868496781447233,1
"746","GB41466",88,110,86,152,146,183,224,165,174,170,201,152,0.312613112826089,4.33477541664434,0.248770343535678,1
"747","GB41467",184,97,137,281,185,198,269,407,542,243,519,680,0.0274096189976644,5.17059674009461,0.911790821434617,1
"748","GB41469",251,137,517,648,632,569,610,603,716,511,763,622,-0.354242521843797,6.05015728399925,0.147218441201829,1
"749","GB41471",397,211,422,508,1368,498,1242,834,2418,1232,1394,1338,0.163181574787172,6.80420259507846,0.636514685972766,1
"750","GB41472",120,68,170,439,179,181,213,208,334,226,257,181,-0.188813304354099,4.72276039580889,0.457124319510306,1
"751","GB41484",111,137,193,259,202,193,205,269,236,238,231,208,0.116263275615667,4.7567246674796,0.609309618960798,1
"752","GB41485",158,56,201,272,181,177,244,284,267,231,290,244,-0.0118221362187486,4.7401889532335,0.960790542168272,1
"753","GB41486",316,131,467,519,475,409,569,645,642,626,598,551,0.0300878529493461,5.91826480728545,0.904618287565561,1
"754","GB41487",166,92,224,287,262,294,366,353,534,462,529,503,0.0203037224052572,5.30656934933481,0.927792118803553,1
"755","GB41488",99,25,114,144,109,104,153,113,157,135,152,111,0.00419712513908765,3.88307073500262,1,1
"756","GB41489",43,34,92,141,77,139,102,132,248,188,283,172,-0.201698740955552,3.96234970655859,0.389849342894214,1
"757","GB41490",123,119,258,331,196,252,285,316,302,309,309,241,0.0148299587236079,4.99345402532859,0.939452940514478,1
"758","GB41491",107,73,131,184,105,132,154,158,183,145,141,178,0.127984364536941,4.1897101842998,0.564828423542125,1
"759","GB41492",104,232,157,246,195,129,256,221,294,270,262,197,0.586343156052196,4.86623131084925,0.0730488163875674,1
"760","GB41494",117,75,124,136,89,125,149,129,124,153,139,104,0.339965105952244,4.03495570679503,0.187844600277794,1
"761","GB41495",817,301,971,901,831,1895,1153,1759,5878,2703,4517,2241,0.166801304135952,7.70466468058664,0.623468958633395,1
"762","GB41499",97,33,131,159,108,189,145,181,286,185,288,219,-0.146241690267535,4.2974361264299,0.510549409407744,1
"763","GB41505",7,6,18,25,34,41,32,58,99,70,121,115,-0.33090399165836,2.51264915634386,0.274188916557716,1
"764","GB41507",22,14,31,60,41,43,54,99,156,111,132,175,-0.00656469932119919,3.11169710389233,0.955809746252366,1
"765","GB41510",209,72,237,273,224,261,257,281,300,245,258,254,-0.000663813640238078,4.92448190026646,1,1
"766","GB41517",43,76,35,58,52,50,30,42,61,54,52,34,0.645548106726281,2.87501293155715,0.0719916387340037,1
"767","GB41519",662,372,1063,1390,1013,1323,1451,1630,2769,2054,2989,2051,-0.0517822078885716,7.46373425002307,0.84428431888711,1
"768","GB41520",159,87,190,287,254,268,399,411,545,647,935,665,-0.0438411378922701,5.48251227088305,0.843257717297273,1
"769","GB41521",232,284,269,290,338,350,545,575,730,559,616,577,0.51092836102063,5.79695223879527,0.0555755602821825,1
"770","GB41522",82,59,132,170,130,157,162,221,187,148,198,141,0.0199164061824593,4.2152536780618,0.926856710341577,1
"771","GB41523",31,13,16,15,37,36,64,34,81,30,28,52,0.584336900802859,2.22400127024386,0.123560045507273,1
"772","GB41525",206,90,390,487,357,404,479,414,513,462,484,371,-0.166554535584244,5.55730695523415,0.474288209647325,1
"773","GB41545",3125,1239,3902,4651,2065,4554,6420,5334,4414,5337,6211,6626,0.0850367921160733,9.08465263084801,0.788275990232217,1
"774","GB41547",355,201,480,588,611,848,760,882,1350,1299,1548,1384,-0.0715616161693814,6.59677514033216,0.777989873032662,1
"775","GB41549",17,6,21,5,16,34,22,28,35,47,77,48,-0.159065612464392,1.84311614533163,0.683672091681354,1
"776","GB41553",21,13,47,92,63,68,62,64,163,141,194,83,-0.231816302890368,3.23351759434131,0.41405076946099,1
"777","GB41569",193,112,365,486,360,558,531,386,524,642,670,310,-0.141952152803049,5.68000997986941,0.571761707370872,1
"778","GB41580",18,18,35,45,45,41,56,43,63,52,47,40,0.0643581884512791,2.42419956349882,0.822495721455117,1
"779","GB41583",76,95,91,267,115,119,129,150,163,97,114,104,0.0750694255693992,4.08807215701272,0.768667430571939,1
"780","GB41584",109,114,99,154,116,100,182,181,185,160,105,172,0.610436822232471,4.2377788676213,0.0441643846964326,1
"781","GB41588",120,82,114,168,114,114,157,183,130,118,160,181,0.211759556080461,4.17963948775428,0.403073324747725,1
"782","GB41589",684,561,719,1227,796,658,719,999,965,676,851,777,0.19029491814454,6.75838206960115,0.508852744470786,1
"783","GB41590",22,12,37,36,30,31,12,59,108,41,72,86,-0.139216176434989,2.42736057638682,0.68050346087765,1
"784","GB41591",27,13,26,63,11,58,32,43,87,65,138,48,-0.162995982426257,2.5683237441143,0.661957511966048,1
"785","GB41592",9,6,20,29,20,33,27,30,81,45,59,49,-0.0626852852160105,1.99348819903285,0.7541811479503,1
"786","GB41595",8,5,12,6,7,38,39,24,49,52,56,81,-0.0306892350773824,1.86755419583531,0.942313968919033,1
"787","GB41598",42,29,78,107,79,119,90,123,177,137,178,130,-0.13700658727874,3.65870583905004,0.530928519638014,1
"788","GB41601",50,36,87,103,103,114,135,142,209,191,182,144,0.116286992705263,3.87800438908959,0.619530988570688,1
"789","GB41602",457,341,1073,954,894,982,1460,1645,1571,1417,2835,1586,-0.128967298158597,7.1820993089757,0.641416946841518,1
"790","GB41603",268,182,735,961,702,996,839,1037,2127,2553,2323,2181,-0.191335562999657,7.04941325908953,0.539282388607454,1
"791","GB41604",993,386,1663,1549,1434,1712,2284,2683,2645,2583,3836,2584,-0.0479707562556166,7.86170129190451,0.863073375914449,1
"792","GB41606",716,237,637,775,692,765,1280,1368,1850,1308,1830,1687,0.231290480156154,6.97584853392633,0.399857678775482,1
"793","GB41607",29,6,29,40,41,53,48,61,99,105,125,80,0.00219552330136255,2.76845092351069,0.973283177953021,1
"794","GB41608",11,4,20,21,15,37,38,50,80,63,70,101,-0.0348061845364854,2.2609516294507,0.854846872738309,1
"795","GB41609",299,199,283,392,518,422,567,587,714,605,825,611,0.152282254867294,5.92660194901977,0.519755002585824,1
"796","GB41610",15,26,53,75,68,48,36,97,182,62,77,147,-0.181179872738143,3.1116117558921,0.586916403705244,1
"797","GB41616",24,16,54,117,40,104,92,114,140,76,114,216,-0.425325068673018,3.40256098480976,0.174735214562121,1
"798","GB41617",173,78,176,210,121,344,325,328,310,409,497,618,-0.0439781434180337,5.12165892799046,0.8729611514553,1
"799","GB41624",73,33,63,104,77,52,161,119,110,49,38,44,0.62461222230765,3.3638927129691,0.118076816604446,1
"800","GB41625",676,179,417,780,498,1292,1659,2432,3140,2692,3991,4998,-0.00297667020360037,7.60690117561122,0.992191125131455,1
"801","GB41626",18,18,40,59,54,25,42,55,60,43,67,39,-0.16808166554808,2.46447193165033,0.597450587515373,1
"802","GB41628",11,15,7,21,19,32,27,38,47,32,55,34,0.229355507055542,1.81686570379756,0.429027593007975,1
"803","GB41629",28,10,27,31,27,52,67,76,135,151,174,172,0.0945461819244027,3.1018692409896,0.769739439625759,1
"804","GB41630",394,805,307,345,631,460,1458,1040,983,1036,828,1132,1.02899097617474,6.71126792672247,0.0162899308145136,1
"805","GB41631",3870,2049,4424,7116,4087,4596,6765,7733,4557,4201,5619,5748,0.103700082955209,9.33557892895603,0.745890937515595,1
"806","GB41632",160,98,205,292,224,255,176,279,334,272,340,241,-0.0770371041490973,4.90279110226526,0.727535761333649,1
"807","GB41633",9552,10212,6194,26923,9265,5046,5330,10200,12375,4330,6137,4622,0.315684267802412,10.4063179316326,0.455279163093443,1
"808","GB41634",184,148,305,335,384,458,459,573,820,729,719,749,0.0589629612374748,5.81461624290645,0.793320666143244,1
"809","GB41639",87,77,151,106,189,207,238,257,370,359,335,453,0.0594087587939754,4.77298687898041,0.810861231938648,1
"810","GB41640",82,26,85,104,76,93,106,119,96,108,91,87,0.143843179675499,3.52271550260334,0.59168283774775,1
"811","GB41642",342,173,481,613,445,584,525,796,602,487,510,798,-0.0926095158636919,6.03731190291328,0.71503157163422,1
"812","GB41643",54,40,283,387,523,178,7,302,1062,8,253,774,-1.02858274141612,5.16493510244197,0.158224517725638,1
"813","GB41645",473,1159,359,483,713,645,1235,1124,1208,944,1059,1597,0.875183877424844,6.98172569597146,0.0448656478540706,1
"814","GB41646",198,82,283,398,225,832,497,704,723,633,1462,842,-0.376646895966342,5.96231546443788,0.212098100935104,1
"815","GB41647",124,17,53,59,151,78,204,62,138,94,234,114,0.158599828738245,3.78349711770664,0.69283448822235,1
"816","GB41648",174,158,252,401,246,202,290,345,245,228,257,258,0.0862577554792273,5.08073395667572,0.722377809244621,1
"817","GB41649",22,7,107,70,44,169,53,114,321,258,376,245,-0.468963879499084,3.94063281697175,0.245701843904265,1
"818","GB41650",89,39,247,219,172,315,204,316,535,472,561,381,-0.22630653285174,5.02587642750971,0.366569894595716,1
"819","GB41651",762,568,1221,1524,948,1392,957,1529,3286,1620,2278,1641,0.0506679790076139,7.44308984835229,0.857417326027836,1
"820","GB41653",23,32,48,34,31,44,21,61,95,66,57,66,0.244794485433837,2.61399267162514,0.429230736711638,1
"821","GB41654",52,23,74,128,85,105,116,134,215,149,233,154,-0.101379614354571,3.80752648697486,0.634291713869149,1
"822","GB41655",594,126,727,893,622,747,587,584,352,770,901,275,-0.284764747286593,6.26809383066957,0.389667765162576,1
"823","GB41656",54,62,41,86,48,69,45,64,71,57,68,42,0.403549777330296,3.05890518804677,0.174299806121071,1
"824","GB41657",334,423,341,681,430,313,533,508,517,336,467,536,0.3530784831607,5.96461664389123,0.254525785235381,1
"825","GB41658",6,14,21,35,16,52,22,62,168,78,117,135,-0.0762254924949015,2.70108670430509,0.831143642664803,1
"826","GB41659",402,239,449,451,480,680,825,922,1546,958,1485,1864,0.0316466228541779,6.59304761563478,0.907351585559941,1
"827","GB41662",111,36,110,99,110,202,129,174,299,196,273,175,0.0737297902633148,4.23087808863914,0.773965969452889,1
"828","GB41663",915,759,1437,1849,1761,1443,2634,1785,1427,1561,1271,1510,0.13368310484628,7.64061995874424,0.682401679724555,1
"829","GB41664",174,131,309,493,263,329,320,356,482,379,448,383,-0.143877708194257,5.3788020557451,0.501966958838292,1
"830","GB41667",310,163,539,542,859,485,1011,611,874,656,645,819,-0.0700740387163764,6.25745834118604,0.808889031420051,1
"831","GB41668",499,237,719,857,860,1004,1301,1110,1305,1408,1573,1308,-0.0175595421743811,6.89419455353073,0.946287315406416,1
"832","GB41669",124,73,221,384,273,251,417,497,341,295,371,239,0.0432321738859685,5.12856180785959,0.880874089151885,1
"833","GB41670",247,61,126,506,474,1621,488,624,408,1538,1620,347,-0.425505584149288,6.21915446931505,0.38217491532848,1
"834","GB41671",574,1037,663,745,955,757,1564,1350,1190,1168,1023,1085,0.761326074180617,7.11171414831677,0.043420604804214,1
"835","GB41672",58,31,104,161,110,180,108,210,361,299,351,263,-0.120423088041832,4.35668044660509,0.606653355050367,1
"836","GB41674",407,185,610,738,647,879,1060,1239,1799,1643,2301,1788,-0.0517682203855668,6.91786253375773,0.842643538202447,1
"837","GB41675",29,14,45,52,52,76,79,67,141,83,164,119,-0.195032701028864,3.13099032093044,0.434086219249488,1
"838","GB41676",54,74,80,112,114,101,203,163,211,156,115,186,0.431469335426604,4.03185156772399,0.12296135704528,1
"839","GB41677",638,629,887,2012,877,945,981,1167,1486,1199,1173,795,0.070775035293289,7.10301959534432,0.808819300047374,1
"840","GB41680",36,40,67,73,58,207,155,174,447,459,612,505,-0.103192433076651,4.59260547787836,0.745051059133443,1
"841","GB41681",141,77,223,239,249,369,339,352,818,621,653,521,0.0785507107371375,5.40816960216108,0.744134717175616,1
"842","GB41684",63,38,96,82,178,134,148,85,159,167,167,158,-0.211967277847822,3.92568919048377,0.438096233346328,1
