"","ID","NC.1","NC.2","NC.3","NP.2","NP.4","NP.6","NC.4","NC.5","NC.6","NP.1","NP.3","NP.5","logFC","logCPM","PValue","FDR"
"2742","GB45280",288,277,424,223,224,267,167,139,290,689,251,290,0.128950347726435,5.41072292005822,0.627032338481471,1
"2743","GB45281",1134,846,1613,1222,620,1020,504,286,667,726,805,1064,0.0828645082793227,6.94245762783287,0.757263253748873,1
"2744","GB45282",138,119,257,150,76,122,90,43,154,332,126,158,0.151179414321186,4.36057603276774,0.549395958570592,1
"2745","GB45283",160,107,195,274,68,441,64,14,169,165,128,317,0.92566080517471,4.57902342109548,0.0222628411572643,1
"2746","GB45284",634,586,936,484,376,523,306,297,550,556,831,747,-0.022729546430027,6.37356932346098,0.932820097927949,1
"2747","GB45285",1086,914,1308,1017,684,883,690,330,1236,1999,950,1190,0.119303967500257,7.19007134364566,0.677802837874674,1
"2748","GB45286",1737,1266,4749,2347,882,2455,990,464,1450,1972,1369,2236,0.113808948133488,7.92847364592389,0.708229150713171,1
"2749","GB45287",222,155,423,232,101,224,110,63,84,121,184,324,0.15241168353337,4.69341469748971,0.576997998714204,1
"2750","GB45288",1036,1060,332,615,1088,378,746,1018,419,1857,669,673,-0.242598003337303,7.11458746865143,0.613839899707075,1
"2751","GB45293",206,341,201,92,101,70,50,138,106,106,151,91,-0.930112557522492,4.43808250377311,0.0270785199502447,1
"2752","GB45295",104,60,121,81,45,90,65,29,86,115,79,96,-0.013686450560868,3.56211043428677,0.957258556289296,1
"2753","GB45296",234,181,378,238,132,228,107,69,184,264,179,230,0.0860318199469641,4.82996431542687,0.66924581089877,1
"2754","GB45297",279,165,424,305,126,225,134,80,189,232,174,200,-0.0699935713601877,4.8946793194197,0.750164242107108,1
"2755","GB45298",23,14,152,80,17,69,7,1,39,38,27,53,0.522958025790193,2.50996885140014,0.252638432059499,1
"2756","GB45300",55,26,111,62,16,50,27,8,45,50,38,60,0.0162652174173536,2.6713193758294,0.93771048018449,1
"2757","GB45303",541,328,1062,596,319,698,306,150,463,686,398,765,0.245891897510174,6.17629515950231,0.344437009087478,1
"2758","GB45304",271,147,382,275,146,241,169,95,243,256,246,302,0.0487750592078247,5.05711868961844,0.826222012835219,1
"2759","GB45305",181,143,412,172,120,169,139,85,216,243,313,303,0.0838697314486661,4.89422113977274,0.721224337323613,1
"2760","GB45306",26,30,20,21,19,23,15,12,19,39,28,24,0.146974985981329,1.88344377357489,0.70959103521176,1
"2761","GB45307",108,67,212,115,54,110,39,40,112,134,86,110,0.0285174897281739,3.79722391698296,0.913951369590295,1
"2762","GB45312",514,291,461,364,242,345,387,327,427,456,482,354,-0.388807995581182,5.91620052662628,0.154429736549877,1
"2763","GB45313",50,30,94,90,31,26,23,15,33,56,120,37,0.559488527921184,2.87254018939546,0.139923544042714,1
"2764","GB45314",124,80,177,140,73,94,70,50,117,72,122,103,-0.126248657203916,3.91390725991845,0.623660625462942,1
"2765","GB45318",378,286,780,516,233,308,271,133,414,645,341,333,-0.0128366010524807,5.75862821341791,0.96206483952981,1
"2766","GB45324",183,150,390,207,90,181,83,38,165,199,190,204,0.103156913607236,4.56706763658753,0.651190289502559,1
"2767","GB45334",3740,2815,5407,4452,2235,3502,2231,1265,3346,5148,2778,3535,0.0831724919624002,8.90037306040312,0.76938735947897,1
"2768","GB45335",545,618,570,550,720,539,410,809,286,239,284,970,-0.360707698273525,6.53295623182851,0.437734727057699,1
"2769","GB45336",146,181,78,180,157,150,88,107,68,71,64,222,0.0347020042855833,4.33711805799871,0.944572022387209,1
"2770","GB45337",48,38,87,56,29,46,25,25,50,48,44,46,-0.123207702604626,2.75559016235407,0.626490927355179,1
"2771","GB45340",187,132,218,144,217,95,75,50,153,225,167,215,0.380482987816643,4.52766141133349,0.19169778772898,1
"2772","GB45341",101,54,138,75,37,87,33,40,58,54,69,91,-0.122578073652345,3.34512555697851,0.651009079150913,1
"2773","GB45342",161,116,165,104,81,129,91,42,115,175,120,153,0.0156743220627751,4.1403067460325,0.947869842597068,1
"2774","GB45343",164,126,226,141,69,171,62,31,129,146,145,148,0.119882039510947,4.1864498488417,0.596329551820346,1
"2775","GB45344",195,157,246,234,104,313,118,67,200,275,142,332,0.337739469647785,4.82066113321157,0.182713700169679,1
"2776","GB45345",174,132,312,162,98,187,111,93,142,206,173,191,-0.0561475803961572,4.58769724164532,0.786509279882683,1
"2777","GB45348",3194,3233,7464,3408,2335,3378,1816,2113,3201,3032,3541,4129,-0.177138009702531,8.94231674618743,0.559581721997847,1
"2778","GB45349",63,53,168,99,30,87,35,18,66,81,72,80,0.146772999163457,3.30187172165096,0.579073883263199,1
"2779","GB45350",200,115,231,140,64,127,49,50,116,97,168,153,-0.0560958405114563,4.15627430407484,0.846056849073559,1
"2780","GB45351",113,76,179,88,65,121,68,31,76,101,89,114,0.0371625615023918,3.751375919326,0.869266196254597,1
"2781","GB45352",54,26,64,49,19,42,32,20,58,38,51,54,-0.154603228928734,2.67077015834658,0.552963877912716,1
"2782","GB45354",1094,585,1451,834,376,1145,617,229,818,1236,700,1296,0.119175863572542,6.89935753136569,0.686061771900617,1
"2783","GB45355",207,161,283,181,123,160,166,89,180,184,180,212,-0.217545038784668,4.72055460006999,0.322980417813597,1
"2784","GB45356",121,102,204,118,65,143,68,37,138,174,142,185,0.209903538181728,4.14303652580769,0.364909480156717,1
"2785","GB45357",445,292,575,517,237,266,232,132,290,301,359,338,-0.0395158871189654,5.57608084185746,0.871361094698299,1
"2786","GB45358",42,19,66,41,14,49,27,24,39,49,41,34,-0.0988272161909864,2.49063836566474,0.710045815127796,1
"2787","GB45360",148,92,218,140,78,168,98,84,82,120,103,125,-0.14841602960412,4.18211401483922,0.553619444443441,1
"2788","GB45361",513,324,1035,457,202,551,235,105,408,448,418,620,0.0593541535779471,5.9016230417833,0.816711892857081,1
"2789","GB45362",63,38,59,49,29,35,19,12,66,67,68,72,0.228595271678205,2.81400170483736,0.429043104754293,1
"2790","GB45363",121,111,208,145,70,127,71,53,149,177,135,176,0.0868992477318476,4.20740766090337,0.70203149091702,1
"2791","GB45364",58,41,135,96,37,56,28,13,70,53,50,98,0.177282470328527,3.10123297446956,0.522876359717531,1
"2792","GB45365",33,35,172,80,20,68,24,13,39,43,35,39,-0.0664740424584224,2.7751762324492,0.878202435129289,1
"2793","GB45366",36,23,59,25,14,37,25,10,35,21,32,39,-0.242273477288779,2.16416087433912,0.437000633925752,1
"2794","GB45367",100,68,178,83,60,99,42,35,75,108,77,104,0.0529726369570339,3.61639596421179,0.814758690588391,1
"2795","GB45368",1059,728,1422,1108,451,1216,469,257,887,1041,788,986,0.139859932437133,6.91556269401104,0.61273566670854,1
"2796","GB45370",404,270,502,389,219,331,228,112,352,437,364,482,0.139080775823492,5.60206479463813,0.532012473893797,1
"2797","GB45372",252,115,231,205,112,164,130,72,157,212,144,226,0.00343027504645987,4.61337590169484,1,1
"2798","GB45373",432,365,700,542,193,343,193,66,227,282,321,454,0.115211404319029,5.54966011617738,0.642062280673669,1
"2799","GB45374",10792,9019,11246,11327,6328,7998,6655,4840,8379,17276,7804,8649,-0.00209946137165142,10.3937681099709,0.994481384831136,1
"2800","GB45375",575,395,605,442,338,371,304,209,440,652,415,455,-0.0639989727368481,5.98908237480311,0.789188369007378,1
"2801","GB45376",70,54,101,44,25,49,19,33,31,58,24,65,-0.337999506568576,2.81201243742753,0.267698350661762,1
"2802","GB45377",2414,1223,2188,1566,613,1326,726,1035,1337,1761,1263,1439,-0.369395394786362,7.67996918203803,0.237847040492744,1
"2803","GB45378",930,804,1166,1373,517,484,1106,402,692,1611,772,718,-0.16931921596419,7.02587299578496,0.609367813612148,1
"2804","GB45380",598,668,402,460,490,342,469,352,529,1210,376,433,-0.171811576718264,6.34780257754236,0.616119817903181,1
"2805","GB45381",47,19,81,47,23,43,20,25,44,60,47,60,0.128918238719281,2.6674340648977,0.69698062276308,1
"2806","GB45382",39,36,38,36,25,19,20,36,28,35,26,36,-0.435363234558691,2.34935010455913,0.191772323996517,1
"2807","GB45387",156,127,449,269,63,184,53,28,88,79,124,203,0.149146024956114,4.31738221245978,0.604826087869919,1
"2808","GB45388",219,152,389,327,82,247,51,48,75,98,106,241,0.273585351703146,4.51184393443882,0.328425105170019,1
"2809","GB45389",621,328,670,513,286,332,247,201,370,532,494,438,-0.0130129824409879,5.91585413205212,0.957608352184028,1
"2810","GB45390",17,12,67,33,4,25,8,2,21,22,26,38,0.291344719839097,1.70444227882547,0.452281921391044,1
"2811","GB45391",115,76,313,133,60,254,81,26,100,136,83,226,0.337794959134875,4.18169089278686,0.280307764698052,1
"2812","GB45392",55,27,79,52,23,58,21,7,55,41,39,51,0.0980160523027828,2.605645016173,0.705353645345781,1
"2813","GB45393",539,420,344,324,321,239,276,201,375,778,379,346,-0.0680034868224993,5.82589175579207,0.813577945589097,1
"2814","GB45394",583,398,910,533,370,508,416,209,607,807,403,604,-0.0752034904061253,6.24561345126965,0.763008152039861,1
"2815","GB45395",81,69,234,194,41,268,45,23,111,98,87,194,0.637422039960096,4.0326710244157,0.0734986535999251,1
"2816","GB45396",24,18,42,20,10,23,24,8,38,39,25,35,-0.172626167556299,1.9644530395126,0.559682948581605,1
"2817","GB45397",271,242,338,267,184,257,203,300,234,299,324,188,-0.396279265270443,5.37673720614534,0.195984971145058,1
"2818","GB45398",46,22,31,33,21,17,21,15,25,32,26,41,-0.0792326365269101,2.10605468056764,0.786109926079669,1
"2819","GB45399",19,21,97,50,11,50,5,1,28,35,16,41,0.40435904517397,2.08793074416398,0.313090292097092,1
"2820","GB45400",307,184,819,677,118,837,76,18,308,270,230,535,0.790706904379313,5.54907297114971,0.0711000293786704,1
"2821","GB45404",290,142,189,130,70,91,47,54,102,116,146,126,-0.322802720046271,4.16270352834126,0.259388849368564,1
"2822","GB45406",122,135,153,47,55,51,43,29,120,134,107,84,-0.387037737780433,3.70277196951719,0.2316847019626,1
"2823","GB45408",167,136,807,483,144,298,85,36,136,234,180,292,0.44824062506114,5.00549556004422,0.157039114965826,1
"2824","GB45413",193,152,299,266,94,110,51,62,72,103,58,219,-0.008017082045691,4.28526464523222,0.984442885014866,1
"2825","GB45414",383,170,1002,423,196,361,168,64,163,207,308,349,0.086417390823684,5.38250629898305,0.754801110942428,1
"2826","GB45415",2015,1327,2698,1793,796,1760,1274,472,1636,2565,1440,2169,0.0370644779511522,7.85575265464459,0.897502263876034,1
"2827","GB45416",44,18,47,26,7,18,15,19,29,30,29,26,-0.498118418152828,1.98308254539461,0.120005798826047,1
"2828","GB45417",776,470,2095,997,393,513,423,192,1241,1074,1536,826,0.0835121532075883,6.89268408065633,0.812541206883474,1
"2829","GB45418",536,698,620,462,471,320,326,337,560,1149,536,436,-0.0900477483645037,6.33801411860895,0.773828804458262,1
"2830","GB45419",555,478,483,379,385,324,387,302,454,1088,412,490,-0.0662065932449729,6.17177839146016,0.817315757449666,1
"2831","GB45420",53,41,88,60,37,56,43,23,46,76,53,66,0.11054134386052,2.99421645930151,0.696131928326827,1
"2832","GB45421",27,37,39,22,24,17,14,69,8,22,22,16,-1.1316650759979,2.27233992429174,0.0430270518546638,1
"2833","GB45422",35,9,25,14,19,16,18,12,23,21,36,20,-0.0714179573657373,1.75206314004853,0.842342484484068,1
"2834","GB45424",22,20,69,37,8,31,15,6,27,29,12,31,-0.138489403748285,1.89144483295614,0.725784276830916,1
"2835","GB45425",66,36,78,44,26,44,19,11,30,35,36,54,-0.0217173215954145,2.53408741135352,1,1
"2836","GB45426",69,70,96,65,38,56,39,46,79,116,75,64,-0.156812910906708,3.35536296890797,0.528349759806143,1
"2837","GB45429",75,66,165,83,40,61,34,23,59,80,71,87,-0.0157292386291383,3.30900973334368,0.98792777427113,1
"2838","GB45430",25,25,50,34,16,25,15,14,15,23,26,24,-0.052203191363608,1.91221291636118,0.887217787759123,1
"2839","GB45431",978,444,1240,1131,468,1061,641,219,867,1093,610,1040,0.184238551492876,6.83814783520493,0.535167525186841,1
"2840","GB45433",836,657,621,569,475,460,458,175,608,827,569,680,-0.031760966449409,6.39852655269984,0.912374785858864,1
"2841","GB45434",370,478,240,391,370,169,319,829,379,1378,374,275,-0.472054336547681,6.31438243226935,0.310493374764638,1
"2842","GB45435",172,151,312,144,118,200,100,48,168,214,206,230,0.186877489498781,4.60719753439079,0.412222697447272,1
"2843","GB45436",216,181,510,221,109,270,130,82,230,318,235,327,0.0732607427586547,5.02870653678694,0.748767905315078,1
"2844","GB45437",135,126,405,87,83,210,65,45,128,117,76,152,-0.250316601880714,4.2204625682907,0.386756027254998,1
"2845","GB45439",155,75,217,221,74,287,96,24,66,137,62,186,0.554920789168893,4.21162708933629,0.0896083967865788,1
"2846","GB45440",221,147,241,291,95,201,121,46,167,119,106,166,-0.0496362453168051,4.51839768164864,0.853053318784715,1
"2847","GB45443",216,120,271,169,82,185,128,78,239,258,175,199,-0.140659717675936,4.67393319589035,0.519563828459422,1
"2848","GB45444",66,69,70,51,51,39,57,54,78,114,80,56,-0.287187098270989,3.37497675322499,0.319613036228022,1
"2849","GB45449",83,59,129,88,41,94,45,32,75,78,80,97,0.0689508259438362,3.44977655878413,0.795819130153942,1
"2850","GB45451",139,103,116,98,73,65,88,73,93,139,105,85,-0.349206334841641,3.92757329317335,0.19773993757218,1
"2851","GB45452",547,350,592,347,248,345,302,150,488,557,473,426,-0.136836685522339,5.8598444903403,0.567510644729251,1
"2852","GB45456",95,75,337,214,37,141,66,23,96,91,63,168,0.073661010762295,3.95831340265152,0.814139686700027,1
"2853","GB45457",571,542,759,511,380,357,376,229,538,900,620,466,-0.0437222712982243,6.24768500796587,0.868164300032891,1
"2854","GB45458",82,57,267,116,27,176,67,25,70,79,76,173,0.179766749390256,3.78073551659617,0.600944262523356,1
"2855","GB45459",3652,3145,2695,4049,2085,2375,3012,3746,892,1323,1863,2013,-0.740023717466731,8.76384541366534,0.122501884370754,1
"2856","GB45463",27,14,59,54,11,22,11,8,39,22,15,38,-0.0231543412204949,1.96435006519414,0.977507910587405,1
"2857","GB45464",34,21,34,27,11,6,13,9,16,33,22,27,-0.134817247188536,1.69960652580981,0.68600238720925,1
"2858","GB45469",26,38,142,42,22,49,14,17,101,83,66,95,0.0605840919086484,3.01321549693403,0.86801183768215,1
"2859","GB45474",645,409,441,416,238,278,239,419,254,331,279,351,-0.652415055849533,5.82356723959301,0.0583712923780404,1
"2860","GB45476",4842,5016,1442,2902,5000,1316,3988,5063,3440,9273,4590,2223,-0.348192700786185,9.43690465837034,0.485371978172311,1
"2861","GB45477",405,237,479,299,229,324,191,130,447,455,386,440,0.0658814228112386,5.59206826371797,0.777921750525983,1
"2862","GB45478",56,39,43,38,28,38,20,11,35,35,28,50,-0.0074085869061393,2.40799959895137,1,1
"2863","GB45479",18,27,62,33,17,32,9,6,26,23,26,42,0.228492678550685,1.97819315077631,0.454008567487938,1
"2864","GB45487",343,240,512,350,177,254,201,104,213,295,275,317,-0.0306318103152154,5.28408230489601,0.892549478034143,1
"2865","GB45490",129,77,169,130,70,156,54,51,97,131,102,132,0.207829975392641,3.97131377223208,0.38031229870583,1
"2866","GB45491",206,167,250,172,129,149,102,105,154,285,180,173,-0.026725539220451,4.67821828428258,0.898117541271916,1
"2867","GB45492",167,121,239,122,92,167,77,58,148,159,140,197,0.027420182941144,4.33947428184986,0.906964995196918,1
"2868","GB45493",126,120,102,83,67,62,74,48,62,106,94,113,-0.205445030947119,3.74454023329995,0.453444003816885,1
"2869","GB45495",746,625,1509,546,447,1368,465,391,968,989,775,1270,0.0733905007942576,6.90431483875819,0.811824657666679,1
"2870","GB45496",879,1016,289,619,881,259,710,812,498,1814,609,522,-0.268099543804812,6.93950907585009,0.570881224406296,1
"2871","GB45497",759,921,695,869,525,396,567,1048,458,561,734,655,-0.685914570211681,6.84751998327177,0.100924890119781,1
"2872","GB45498",763,565,822,659,484,516,421,301,557,799,652,691,-0.00103063714374966,6.47084898089123,0.996427245075708,1
"2873","GB45499",2047,424,2188,742,568,1611,1116,111,1010,1089,1440,2442,0.194238012136554,7.38800569025107,0.647515394910493,1
"2874","GB45501",136,164,42,91,86,25,43,68,88,268,93,54,-0.112026968646966,3.89897729615642,0.801146695468803,1
"2875","GB45504",499,321,657,490,334,430,333,168,607,726,588,581,0.154525947105219,6.10630434537595,0.529133474022069,1
"2876","GB45505",534,401,577,432,335,414,358,418,365,628,359,499,-0.297006206171752,6.10499911846797,0.296955446873627,1
"2877","GB45506",131,102,84,92,88,59,104,40,87,104,70,105,-0.269581542537856,3.78424408577866,0.373610599985163,1
"2878","GB45507",193,130,275,188,112,224,117,65,164,229,132,238,0.130534275416341,4.62622195306269,0.557448557840562,1
"2879","GB45508",134,95,197,126,71,74,79,52,89,141,96,114,-0.170701369700733,3.94633636062096,0.45547043401258,1
"2880","GB45509",29,41,16,29,10,45,18,16,5,22,32,25,0.0925421889069414,1.95602281766938,0.887137023146881,1
"2881","GB45512",259,214,196,38,120,57,29,40,158,205,171,96,-0.333663740134861,4.24952726328621,0.433716952419081,1
"2882","GB45514",101,69,120,96,75,97,55,35,86,94,151,105,0.315912933403367,3.7479926893746,0.229229024673666,1
"2883","GB45515",151,115,129,188,101,121,96,49,130,146,161,192,0.264761947612731,4.28532819422922,0.279915485613601,1
"2884","GB45517",203,149,500,329,83,235,61,39,149,138,122,250,0.144992507632023,4.63482646556635,0.585009050862079,1
"2885","GB45518",716,631,452,583,314,222,267,701,145,166,452,289,-0.899986637905141,6.12738144874922,0.0719597392905608,1
"2886","GB45522",238,239,195,188,162,160,136,181,215,418,234,218,-0.119749353343434,5.05806731947989,0.653352795838752,1
"2887","GB45523",515,507,316,345,385,342,327,246,448,1049,471,460,0.0961975501687736,6.0884745395299,0.758285042763563,1
"2888","GB45526",443,369,767,504,272,603,245,124,551,715,632,697,0.383067987362567,6.10257794457152,0.149042573474523,1
"2889","GB45527",130,108,135,111,72,71,46,45,86,165,107,81,0.0238260245697374,3.82171655135692,0.935191028891873,1
"2890","GB45528",769,495,255,278,192,188,119,167,148,242,261,212,-0.612706670549741,5.36500088922539,0.0861409454453014,1
"2891","GB45530",18,12,34,32,9,22,8,0,23,1,23,26,0.300335267763064,1.41116471324224,0.49477446701968,1
"2892","GB45534",1382,1134,1656,1288,851,1245,957,594,1222,1756,1154,1316,-0.0506968598244273,7.47666243897601,0.85408060734987,1
"2893","GB45535",421,284,518,320,199,325,197,115,302,431,365,406,0.0662904577396451,5.52250864632321,0.761999320920832,1
"2894","GB45536",44,44,55,55,35,44,42,45,39,40,54,46,-0.2580340965485,2.87565594083336,0.398326358392566,1
"2895","GB45537",400,242,511,381,190,468,182,99,328,373,260,484,0.206919964141734,5.51637688589966,0.384878716049371,1
"2896","GB45538",61,53,116,42,22,66,33,16,68,70,55,77,-0.131730942762702,3.01402151153584,0.658466998207311,1
"2897","GB45540",305,250,469,421,149,248,114,180,265,257,369,261,-0.044143900100985,5.3216800240185,0.863382650234412,1
"2898","GB45544",475,412,588,436,331,391,330,233,389,707,414,487,-0.00575581084374508,6.00027540704059,0.977396189796225,1
